bbbc039_id,bbbc039_split,bbbc039_path,bbbc038_id,bbbc038_path,reasons,file_sha256_equal,decoded_gray_sha256_equal,maximum_d4_ncc,bbbc039_d4_orientation,minimum_phash_hamming,manual_identity_review
IXMtest_J16_s8_w1AD7BC3EB-6A29-4A53-AA59-E39653839B0D,test,images/images/IXMtest_J16_s8_w1AD7BC3EB-6A29-4A53-AA59-E39653839B0D.tif,3ebd2ab34ba86e515feb79ffdeb7fc303a074a98ba39949b905dbde3ff4b7ec0,3ebd2ab34ba86e515feb79ffdeb7fc303a074a98ba39949b905dbde3ff4b7ec0/images/3ebd2ab34ba86e515feb79ffdeb7fc303a074a98ba39949b905dbde3ff4b7ec0.png,ncc;phash,False,False,0.9999976754188538,0,0,pending
IXMtest_F22_s6_w1D6C33377-3947-4DAC-B62D-531C2565F150,training,images/images/IXMtest_F22_s6_w1D6C33377-3947-4DAC-B62D-531C2565F150.tif,a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710,a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710/images/a7a581e6760df4701941670e73d72533e3b0fbd7563488ad92772b41f7709710.png,ncc;phash,False,False,0.9999973773956299,0,0,pending
IXMtest_J02_s5_w1F53DDD35-C0B2-4E39-BA3B-9F66D289AB02,training,images/images/IXMtest_J02_s5_w1F53DDD35-C0B2-4E39-BA3B-9F66D289AB02.tif,1f6b7cead15344593b32d5f2345fc26713dc74d9b31306c824209d67da401fd8,1f6b7cead15344593b32d5f2345fc26713dc74d9b31306c824209d67da401fd8/images/1f6b7cead15344593b32d5f2345fc26713dc74d9b31306c824209d67da401fd8.png,ncc;phash,False,False,0.9999967813491821,0,0,pending
IXMtest_L03_s6_w1BE79472D-5E2C-422F-A16E-7AC0691C0FD8,training,images/images/IXMtest_L03_s6_w1BE79472D-5E2C-422F-A16E-7AC0691C0FD8.tif,4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0,4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0/images/4596961c789d3b41916492918797724fe75128239fefc516c3ee75322b7926f0.png,ncc;phash,False,False,0.9999967217445374,0,0,pending
IXMtest_N07_s5_w1D30ED7AB-503E-479D-B5BC-B66472568DE2,test,images/images/IXMtest_N07_s5_w1D30ED7AB-503E-479D-B5BC-B66472568DE2.tif,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f/images/958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f.png,ncc;phash,False,False,0.999996542930603,0,0,pending
IXMtest_I04_s9_w16A5CC270-8B92-42EE-AA4A-855776F7D46B,validation,images/images/IXMtest_I04_s9_w16A5CC270-8B92-42EE-AA4A-855776F7D46B.tif,c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22,c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22/images/c44ed955eb2e5c8d820b01477e122b32eff6dd475343e11229c33d8af3473b22.png,ncc;phash,False,False,0.9999963641166687,0,0,pending
IXMtest_E19_s4_w129545707-4CD3-4498-AC27-E4AE24D0253C,training,images/images/IXMtest_E19_s4_w129545707-4CD3-4498-AC27-E4AE24D0253C.tif,53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc,53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc/images/53ad09e4348767bece0165884bf40c10b72ae18444e3f414a850442f02385efc.png,ncc;phash,False,False,0.9999961853027344,0,0,pending
IXMtest_I15_s5_w11265571E-AA95-4E58-82CF-A75E3F240956,training,images/images/IXMtest_I15_s5_w11265571E-AA95-4E58-82CF-A75E3F240956.tif,175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc,175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc/images/175dbb364bfefc9537931144861c9b6e08934df3992782c669c6fe4234319dfc.png,ncc;phash,False,False,0.9999961256980896,0,0,pending
IXMtest_H17_s1_w10A751E6C-5D06-4147-AB73-7FFAE0B57CC5,training,images/images/IXMtest_H17_s1_w10A751E6C-5D06-4147-AB73-7FFAE0B57CC5.tif,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2/images/e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2.png,ncc;phash,False,False,0.9999960660934448,0,0,pending
IXMtest_K06_s9_w1787DFDA5-E2CE-40DB-9430-CC3766599BCC,training,images/images/IXMtest_K06_s9_w1787DFDA5-E2CE-40DB-9430-CC3766599BCC.tif,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169/images/ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169.png,ncc;phash,False,False,0.9999951124191284,0,0,pending
IXMtest_K18_s8_w11FC8D3EA-E30D-46B8-A45E-0399327AA8AC,training,images/images/IXMtest_K18_s8_w11FC8D3EA-E30D-46B8-A45E-0399327AA8AC.tif,cc88627344305b9a9b07f8bd042cb074c7a834c13de67ff4b24914ac68f07f6e,cc88627344305b9a9b07f8bd042cb074c7a834c13de67ff4b24914ac68f07f6e/images/cc88627344305b9a9b07f8bd042cb074c7a834c13de67ff4b24914ac68f07f6e.png,ncc;phash,False,False,0.9999948143959045,0,0,pending
IXMtest_N12_s9_w1C98EC3CC-2F8E-4761-A21A-EBF14469AD40,test,images/images/IXMtest_N12_s9_w1C98EC3CC-2F8E-4761-A21A-EBF14469AD40.tif,aaa52100fafaa50877e777229cdf6cde7c422f145ff6719449b80631d9a3b0f6,aaa52100fafaa50877e777229cdf6cde7c422f145ff6719449b80631d9a3b0f6/images/aaa52100fafaa50877e777229cdf6cde7c422f145ff6719449b80631d9a3b0f6.png,ncc;phash,False,False,0.9999948143959045,0,0,pending
IXMtest_J17_s1_w19E7BCD2F-6D7E-4B39-9154-F93E4D539183,test,images/images/IXMtest_J17_s1_w19E7BCD2F-6D7E-4B39-9154-F93E4D539183.tif,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5/images/1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5.png,ncc;phash,False,False,0.9999945163726807,0,0,pending
IXMtest_I11_s6_w1B2DC04C7-2D7D-45C6-9DC2-66D8605FBE63,validation,images/images/IXMtest_I11_s6_w1B2DC04C7-2D7D-45C6-9DC2-66D8605FBE63.tif,10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28,10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28/images/10ba6cbee4873b32d5626a118a339832ba2b15d8643f66dddcd7cb2ec80fbc28.png,ncc;phash,False,False,0.9999944567680359,0,0,pending
IXMtest_D06_s5_w13C67AAA9-6E81-42DB-AC5F-7126602F3607,training,images/images/IXMtest_D06_s5_w13C67AAA9-6E81-42DB-AC5F-7126602F3607.tif,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243/images/e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243.png,ncc;phash,False,False,0.9999942183494568,0,0,pending
IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B,training,images/images/IXMtest_O16_s3_w129E61E12-E398-496E-9408-092D2D70E74B.tif,d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0,d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0/images/d52958107d0b1f0288f50f346a833df3df485b92d5516cfcb536e73ab7adafd0.png,ncc;phash,False,False,0.9999942183494568,0,0,pending
IXMtest_B21_s4_w1521471E0-9BD7-492A-8739-9C782C2585B0,training,images/images/IXMtest_B21_s4_w1521471E0-9BD7-492A-8739-9C782C2585B0.tif,61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e,61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e/images/61dc249314d7b965eb4561ec739eab9b0f60af55c97b25ced8cb2a42a0be128e.png,ncc;phash,False,False,0.9999938011169434,0,0,pending
IXMtest_N08_s2_w159DEEDD5-2882-4F9E-9048-F5BD2B918651,test,images/images/IXMtest_N08_s2_w159DEEDD5-2882-4F9E-9048-F5BD2B918651.tif,4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b,4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b/images/4d2cff9a0c8df3a7ef6100fda6f66e865a7670af6a18564767d8019b9ed2fd7b.png,ncc;phash,False,False,0.9999938011169434,0,0,pending
IXMtest_F08_s1_w144C3056F-C4DD-4D39-A40F-4F4576A6DBD8,validation,images/images/IXMtest_F08_s1_w144C3056F-C4DD-4D39-A40F-4F4576A6DBD8.tif,6b72b61b80060a9e79a4747f9c5d5af135af9db466681c2d1086f784c7130699,6b72b61b80060a9e79a4747f9c5d5af135af9db466681c2d1086f784c7130699/images/6b72b61b80060a9e79a4747f9c5d5af135af9db466681c2d1086f784c7130699.png,ncc;phash,False,False,0.9999933242797852,0,0,pending
IXMtest_D10_s2_w1BB72A093-72AB-476C-9513-2FF43BFB2134,test,images/images/IXMtest_D10_s2_w1BB72A093-72AB-476C-9513-2FF43BFB2134.tif,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05/images/dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05.png,ncc;phash,False,False,0.9999924302101135,0,0,pending
IXMtest_L21_s5_w122478CD2-80DC-4B4E-9BC8-A6F6239F4103,training,images/images/IXMtest_L21_s5_w122478CD2-80DC-4B4E-9BC8-A6F6239F4103.tif,49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc,49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc/images/49edc2f7715100fb0390916e52b3fd11a921f02e59509dc987f67840a36250fc.png,ncc;phash,False,False,0.999992311000824,0,0,pending
IXMtest_B21_s7_w1276972A2-1794-4A98-8E76-876A597C346B,training,images/images/IXMtest_B21_s7_w1276972A2-1794-4A98-8E76-876A597C346B.tif,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d,2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d/images/2cfa61bef6542dd359717e9131ce6f076c415a3bd7f48cb093b0d7f3b2ca785d.png,ncc;phash,False,False,0.9999920129776001,0,0,pending
IXMtest_J02_s8_w1D9C198F9-ECF0-4EF7-848D-AC7782CD3C28,validation,images/images/IXMtest_J02_s8_w1D9C198F9-ECF0-4EF7-848D-AC7782CD3C28.tif,bde3727f3a9e8b2b58f383ebc762b2157eb50cdbff23e69b025418b43967556b,bde3727f3a9e8b2b58f383ebc762b2157eb50cdbff23e69b025418b43967556b/images/bde3727f3a9e8b2b58f383ebc762b2157eb50cdbff23e69b025418b43967556b.png,ncc;phash,False,False,0.9999920129776001,0,0,pending
IXMtest_G10_s3_w1C1257E17-1DBA-4619-B06E-D6DBB8A53088,validation,images/images/IXMtest_G10_s3_w1C1257E17-1DBA-4619-B06E-D6DBB8A53088.tif,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0/images/98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0.png,ncc;phash,False,False,0.9999917149543762,0,0,pending
IXMtest_C23_s2_w10533E965-3DC3-4556-9C26-EA8DD4F8DE61,test,images/images/IXMtest_C23_s2_w10533E965-3DC3-4556-9C26-EA8DD4F8DE61.tif,76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1,76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1/images/76faaed50ed6ea6814ac36199964b86fb09ba7f41a6f213bceaa80d625adc2e1.png,ncc;phash,False,False,0.9999914765357971,0,0,pending
IXMtest_L01_s3_w1E7E0D198-5FB4-4E10-A27C-C46463DA9E06,training,images/images/IXMtest_L01_s3_w1E7E0D198-5FB4-4E10-A27C-C46463DA9E06.tif,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb,a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb/images/a02ec007ae8feddb758078b1dfb8010c26886fd3c8babdc308ead8b4a63acbdb.png,ncc;phash,False,False,0.9999905228614807,0,0,pending
IXMtest_H08_s8_w1418B93F8-515E-49A7-A9AE-CAF7A1589A38,training,images/images/IXMtest_H08_s8_w1418B93F8-515E-49A7-A9AE-CAF7A1589A38.tif,bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d,bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d/images/bb8ebf465c968a5f6f715de5d9e2e664afd1bcaa533e0e3352ecea1cc5b6fb0d.png,ncc;phash,False,False,0.9999901652336121,0,0,pending
IXMtest_P13_s6_w1270AEE06-D31F-421C-8147-13644F4C5B94,training,images/images/IXMtest_P13_s6_w1270AEE06-D31F-421C-8147-13644F4C5B94.tif,b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38,b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38/images/b76ff33ae9da28f9cd8bdce465d45f1eca399db3ffa83847535708e0d511fe38.png,ncc;phash,False,False,0.9999898076057434,0,0,pending
IXMtest_O10_s8_w18F4DB020-BFB7-4F13-B99C-C39F8E54F85D,validation,images/images/IXMtest_O10_s8_w18F4DB020-BFB7-4F13-B99C-C39F8E54F85D.tif,2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2,2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2/images/2abc40c118bc7303592c8bb95a80361e27560854b8971ab34dcf91966575b1f2.png,ncc;phash,False,False,0.9999825954437256,0,0,pending
IXMtest_M20_s3_w15C73A7C7-F81B-4583-AB8F-0A64336AF070,validation,images/images/IXMtest_M20_s3_w15C73A7C7-F81B-4583-AB8F-0A64336AF070.tif,a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629,a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629/images/a486f6ed4b8781e7883e433d06a83dd66db3e8b36d45b9976c4214820ee22629.png,ncc;phash,False,False,0.9999808073043823,0,0,pending
IXMtest_F08_s7_w117D78658-1BA7-495D-9EAA-E4FA155861AC,test,images/images/IXMtest_F08_s7_w117D78658-1BA7-495D-9EAA-E4FA155861AC.tif,6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa,6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa/images/6b6d4e6ff52de473a4b6f8bd0f11ae22242d508cc4117ff38ec39cbb88088aaa.png,ncc;phash,False,False,0.9999765753746033,0,0,pending
IXMtest_P23_s7_w13B627CB9-6C57-4049-AAD7-6468A051DD24,training,images/images/IXMtest_P23_s7_w13B627CB9-6C57-4049-AAD7-6468A051DD24.tif,bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2,bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2/images/bbfc4aab5645637680fa0ef00925eea733b93099f1944c0aea09b78af1d4eef2.png,ncc;phash,False,False,0.9999758005142212,0,0,pending
IXMtest_N21_s1_w14F264B20-62D6-47EC-9BCD-B9416AB302D9,test,images/images/IXMtest_N21_s1_w14F264B20-62D6-47EC-9BCD-B9416AB302D9.tif,e5a6c5e01e6a4ef676a2d975374e995dd55792ea317a8e110bebc37da83a4ce8,e5a6c5e01e6a4ef676a2d975374e995dd55792ea317a8e110bebc37da83a4ce8/images/e5a6c5e01e6a4ef676a2d975374e995dd55792ea317a8e110bebc37da83a4ce8.png,ncc;phash,False,False,0.9999222159385681,0,0,pending
